accession	keywords	base_count	last_updated	first_public	description
AB154555		683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh14.
AB154563		698	2005-04-14	2004-04-01	Drosophila lini gene for alcohol dehydrogenase, partial cds, isolate:DliniAdh.
AF201426		478	2006-11-14	2000-07-03	Drosophila mauritiana isolate BG1 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201433		479	2006-11-14	2000-07-03	Drosophila simulans isolate NC48 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201439		485	2006-11-14	2000-07-03	Drosophila simulans isolate SC00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201444		479	2006-11-14	2000-07-03	Drosophila simulans isolate RU259 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284480		700	2006-11-14	2000-11-02	Drosophila sechellia strain 24 alcohol dehydrogenase (Adh) gene, partial cds.
AY095936		446	2008-12-16	2003-05-01	Drosophila limbata isolate lim2 alcohol dehydrogenase (Adh) gene, partial cds.
AY095937		437	2008-12-16	2003-05-01	Drosophila transversa isolate tra3 alcohol dehydrogenase (Adh) gene, partial cds.
AY095945		443	2008-12-16	2003-05-01	Drosophila curvispina isolate cur2 alcohol dehydrogenase (Adh) gene, partial cds.
AY156524		879	2005-04-16	2003-03-03	Drosophila navojoa alcohol dehydrogenase 1 (adh-1) gene, complete cds.
EU532125		542	2010-01-21	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
KX976510		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_OBAT_1200_5 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60986	alcohol dehydrogenase, alternative splicing	3463	2006-11-14	1992-01-26	Drosophila pseudoobscura (strain AH144) alcohol dehydrogenase (adh) gene, complete cds.
AB154547		683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh06.
AY095948		442	2008-12-16	2003-05-01	Drosophila unispina isolate uni2 alcohol dehydrogenase (Adh) gene, partial cds.
KX976504		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SA_3 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976509		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_14 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976514		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_11b alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976494		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Cascade_21_Combined alcohol dehydrogenase (Adh) mRNA, complete cds.
AB669844		840	2014-01-02	2014-01-02	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J6.
AB669863		832	2014-01-02	2014-01-02	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: HNL123.
AB669870		836	2014-01-02	2014-01-02	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN206.
AF136684		884	2005-04-15	1999-06-03	Drosophila americana americana G96.38Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136689		884	2005-04-15	1999-06-03	Drosophila americana americana G96.13Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136703		884	2005-04-15	1999-06-03	Drosophila americana texana LP97.12 alcohol dehydrogenase (Adh) gene, partial cds.
AF175213		951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h18 allele, complete cds.
AF175215		951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h3 allele, complete cds.
AF459754		290	2006-11-14	2002-05-16	Drosophila ananassae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459774		290	2006-11-14	2002-05-16	Drosophila serrata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
U64538		3510	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS280 allele, complete cds.
U64553		3455	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS342 allele, complete cds.
U64554		3467	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS343 allele, complete cds.
AB669892		779	2014-01-02	2014-01-02	Drosophila pseudobaimaii Adh gene for alcohol dehydrogenase, partial cds, strain: K41.
AF136671		884	2005-04-15	1999-06-03	Drosophila americana americana G96.11X alcohol dehydrogenase (Adh) gene, partial cds.
AF136693		884	2005-04-15	1999-06-03	Drosophila americana americana G96.45Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136697		884	2005-04-15	1999-06-03	Drosophila americana americana G96.12Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459766		290	2006-11-14	2002-05-16	Drosophila vulcana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
L78924	alcohol dehydrogenase	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.4) alcohol dehydrogenase gene, partial cds.
L78926	alcohol dehydrogenase	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.6) alcohol dehydrogenase gene, partial cds.
L78927	alcohol dehydrogenase	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.8) alcohol dehydrogenase gene, partial cds.
U64521		3484	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-GB48 allele, complete cds.
U64523		3468	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS231 allele, complete cds.
U76475		897	2005-04-18	1996-11-19	Drosophila hydei strain 7 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669825		842	2014-01-02	2014-01-02	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A12.
AB669845		836	2014-01-02	2014-01-02	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J52.
AB669878		838	2014-01-02	2014-01-02	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: POM503.
AF136660		884	2005-04-15	1999-06-03	Drosophila americana americana G96.12X alcohol dehydrogenase (Adh) gene, partial cds.
AF136666		884	2005-04-15	1999-06-03	Drosophila americana americana G96.24X alcohol dehydrogenase (Adh) gene, partial cds.
AF459748		290	2006-11-14	2002-05-16	Drosophila prostipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459752		290	2006-11-14	2002-05-16	Drosophila mimetica alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459761		290	2006-11-14	2002-05-16	Drosophila bicornuta alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459762		290	2006-11-14	2002-05-16	Drosophila diplacantha alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459768		290	2006-11-14	2002-05-16	Drosophila auraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459780		290	2006-11-14	2002-05-16	Drosophila mayri alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560574		622	2008-07-12	2008-05-01	Drosophila gasici pop-variant Arica alcohol dehydrogenase (adh) gene, partial cds.
U64527		3474	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS246 allele, complete cds.
U76471		897	2005-04-18	1996-11-19	Drosophila hydei strain 3 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
U76469		897	2005-04-18	1996-11-19	Drosophila hydei strain 1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF136701		884	2005-04-15	1999-06-03	Drosophila americana texana LP97.05 alcohol dehydrogenase (Adh) gene, partial cds.
AF459745		290	2006-11-14	2002-05-16	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459759		290	2006-11-14	2002-05-16	Drosophila pallidosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560575		622	2008-07-12	2008-05-01	Drosophila gasici pop-variant Cochabamba alcohol dehydrogenase (adh) gene, partial cds.
U64531		3473	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS256 allele, complete cds.
AY364501		880	2005-04-16	2004-01-30	Drosophila mojavensis strain 87 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AF136664		884	2005-04-15	1999-06-03	Drosophila americana americana G96.23X alcohol dehydrogenase (Adh) gene, partial cds.
AY695390		385	2006-08-01	2006-08-01	Drosophila dunni strain Puerto Rico alcohol dehydrogenase (Adh) mRNA, partial cds.
U94200		204	2005-04-18	1998-02-23	Drosophila sp. 'white tip scutellum' alcohol dehydrogenase (Adh) gene, partial cds.
U64558		3471	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS353 allele, complete cds.
AH011596		911	2016-04-08	2016-04-08	Drosophila lutescens strain 14022-0271.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340286		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.08X alcohol dehydrogenase (Adh) gene, partial cds.
AY340290		881	2005-04-16	2003-08-13	Drosophila americana pop-variant N00.05X alcohol dehydrogenase (Adh) gene, partial cds.
AY340300		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364500		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 122 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364503		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364504		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364516		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874364		1412	2005-05-31	2005-05-31	Drosophila subobscura strain line 6 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB669895		841	2014-01-02	2014-01-02	Drosophila tsukubaensis Adh gene for alcohol dehydrogenase, partial cds, strain: tsuk-TKM.
AB932672		858	2014-10-26	2014-10-26	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds, strain: E-14601.
AY340279		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN00.02X alcohol dehydrogenase (Adh) gene, partial cds.
U76481		902	2005-04-18	1997-03-06	Drosophila mulleri strain -1371.18 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669823		839	2014-01-02	2014-01-02	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: AM2K-1.
AB669843		830	2014-01-02	2014-01-02	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: gree-CNRS.
AB703323		405	2012-03-18	2012-03-18	Drosophila narragansett Adh gene for alcohol dehydrogenase, partial cds, clone: D.narragansett.
AF136650		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.0X alcohol dehydrogenase (Adh) gene, partial cds.
AF136653		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.9X alcohol dehydrogenase (Adh) gene, partial cds.
AH011595		546	2016-04-08	2016-04-08	Drosophila triauraria strain 14028-0691.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340291		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.07X alcohol dehydrogenase (Adh) gene, partial cds.
AY364511		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541096		555	2005-08-24	2004-12-13	Drosophila innubila strain CH3_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541101		555	2005-08-24	2004-12-13	Drosophila innubila strain CH5_M76 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY364502		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 127 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AF136652		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.6X alcohol dehydrogenase (Adh) gene, partial cds.
AF136655		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.7X alcohol dehydrogenase (Adh) gene, partial cds.
AY340293		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN00.01Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340297		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340298		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.03Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364514		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 84 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541100		555	2005-08-24	2004-12-13	Drosophila innubila strain CH5_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY874372		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 26 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY364521		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 127 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY340304		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.03Y alcohol dehydrogenase (Adh) gene, partial cds.
U76479		902	2005-04-18	1997-03-06	Drosophila mulleri strain -1371.1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669857		833	2014-01-02	2014-01-02	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0491.01.
LC057200		830	2019-06-04	2019-06-04	Drosophila pseudotakahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0301.00.
AB669880		838	2014-01-02	2014-01-02	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0481.00.
AF067281		435	2006-11-14	1998-07-02	Drosophila eskoi alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY364512		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
M19547	alcohol dehydrogenase, dehydrogenase	7119	2006-11-14	1991-07-01	D.melanogaster (strain Af-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
AB194438		759	2006-02-27	2005-05-07	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type B133.
AB669876		833	2014-01-02	2014-01-02	Drosophila birchii Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0521.01.
AY044130		721	2006-11-14	2002-08-06	Drosophila formosana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154862		880	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M60996		3450	2006-11-14	1992-04-30	Drosophila pseudoobscura bogotana strain BOG 3389.9 alcohol dehydrogenase (adh) gene, complete cds.
AY154849		878	2005-04-16	2003-03-03	Drosophila arizonae strain AR00 13 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154851		880	2005-04-16	2003-03-03	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154848		878	2005-04-16	2003-03-03	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154859		880	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M60994		3471	2006-11-14	1992-04-30	Drosophila pseudoobscura bogotana strain BOG 3389.5 alcohol dehydrogenase (adh) gene, complete cds.
AF045117		405	2006-11-14	1998-06-02	Drosophila subsaltans strain 14044-0872.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045121		405	2006-11-14	1998-06-02	Drosophila milleri strain 14043-0861.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154866		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF045126		405	2006-11-14	1998-06-02	Drosophila emarginata strain 14042-0841.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154865		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF045123		405	2006-11-14	1998-06-02	Drosophila austrosaltans strain 14045-0881.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154828		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 33.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154839		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
U40987		429	2006-11-14	1996-09-27	Drosophila imaii alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.
AB194422		1782	2006-02-27	2005-05-07	Drosophila malerkotliana malerkotliana Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348884		667	2006-11-14	2001-04-16	Drosophila rufa strain MS alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
U35852		303	2005-06-14	1995-10-12	Drosophila melanogaster truncated jockey retroposon insertion upstream of the alcohol dehydrogenase gene enhancer region, 3' end.
X58694	ADH gene, alcohol dehydrogenase	8447	2006-11-14	1991-04-11	D. hydei ADH-1 and ADH-2 genes for alcohol dehydrogenase and an ADH psi pseudogene
CV785154	EST	433	2004-11-12	2004-11-12	zaa07h09.y2 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTS P51550 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV785799	EST	521	2004-11-12	2004-11-12	zaa02h11.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROYA P26719 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV878941	EST	703	2004-11-20	2004-11-20	zaa98d08.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROGU Q09009 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV879066	EST	709	2004-11-20	2004-11-20	zab02h12.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
AI404931	EST	702	2001-04-25	1999-02-10	GH24792.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24792 5prime similar to X60791: D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase, mRNA sequence.
AY695384		1141	2006-11-14	2006-08-01	Drosophila arawakana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AI108260	EST	378	2001-04-25	1998-09-04	GH07054.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH07054 5prime similar to M17831: D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds, mRNA sequence.
AY695388		1141	2006-11-14	2006-08-01	Drosophila dunni strain St. Croix alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BF490844	EST	668	2001-04-28	2000-12-07	AT27452.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT27452 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
AI260852	EST	737	2001-04-24	1998-11-13	LP04842.5prime LP Drosophila melanogaster larval-early pupal pOT2 Drosophila melanogaster cDNA clone LP04842 5prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.
BI617843	EST	512	2001-09-11	2001-09-11	RH48301.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH48301 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/18/2001, mRNA sequence.
BI635199	EST	558	2001-09-11	2001-09-11	SD16470.5prime SD Drosophila melanogaster Schneider L2 cell culture pOT2 Drosophila melanogaster cDNA clone SD16470 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 05/18/2001, mRNA sequence.
AW941952	EST	450	2003-12-03	2000-06-03	GM05887.3prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 3 similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925 GI:1655925, mRNA sequence.
AF006564		3482	2005-04-15	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AY279327		2773	2006-11-14	2004-03-31	Drosophila lutescens alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
AF399012		4800	2005-04-15	2001-08-16	Drosophila kuntzei alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, complete cds.
JF735883		639	2011-10-24	2011-10-24	Drosophila obscura alcohol dehydrogenase gene, partial cds.
X62187	ADH gene, alcohol dehydrogenase	3444	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62212	ADH gene, alcohol dehydrogenase	3459	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62234	ADH gene, alcohol dehydrogenase	3499	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64473	ADH gene, alcohol dehydrogenase	3487	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64488	ADH gene, alcohol dehydrogenase	3469	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
JF735884		370	2011-10-24	2011-10-24	Drosophila phalerata alcohol dehydrogenase gene, partial cds.
M19264	alcohol dehydrogenase	4581	2006-11-14	1988-10-04	D.mauritiana alcohol dehydrogenase gene, complete cds.
X64475	ADH gene, alcohol dehydrogenase	3470	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64489	ADH gene, alcohol dehydrogenase	3472	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AH000981		271	2011-06-30	2011-06-30	Drosophila melanogaster alcohol dehydrogenase gene, partial cds.
U68469		2146	1999-09-17	1999-01-06	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.
X62227	ADH gene, alcohol dehydrogenase	3444	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62237	ADH gene, alcohol dehydrogenase	3470	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64479	ADH gene, alcohol dehydrogenase	3459	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
U68471		1042	1999-09-17	1999-01-06	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.
X62205	ADH gene, alcohol dehydrogenase	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62207	ADH gene, alcohol dehydrogenase	3467	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64474	ADH gene, alcohol dehydrogenase	3475	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64482	ADH gene, alcohol dehydrogenase	3498	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
M63392	alcohol dehydrogenase	1598	2006-11-14	1991-04-04	Drosophila picticornis alcohol dehydrogenase gene, complete cds.
X62197	ADH gene, alcohol dehydrogenase	3490	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64484	ADH gene, alcohol dehydrogenase	3472	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62230	ADH gene, alcohol dehydrogenase	3474	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64483	ADH gene, alcohol dehydrogenase	3463	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64481	ADH gene, alcohol dehydrogenase	3494	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62202	ADH gene, alcohol dehydrogenase	3476	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62208	ADH gene, alcohol dehydrogenase	3468	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62216	ADH gene, alcohol dehydrogenase	3481	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62231	ADH gene, alcohol dehydrogenase	3465	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238780		2042	2005-04-16	2003-04-08	Drosophila miranda strain MSH22 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238781		2042	2005-04-16	2003-04-08	Drosophila miranda strain MSH38 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AF264081		405	2005-04-15	2000-05-30	Drosophila tropicalis alcohol dehydrogenase (Adh) gene, partial cds.
AF264082		405	2005-04-15	2000-05-30	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.
AY006426		508	2005-09-26	2001-09-04	Drosophila primaeva alcohol dehydrogenase (Adh) gene, partial cds.
AY081438		288	2005-04-16	2002-08-09	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.
AY750133		911	2006-07-20	2005-12-31	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
M73256	alcohol dehydrogenase, allelic variation	1375	2006-11-14	1991-07-12	D.melanogaster alcohol dehydrogenase (Adh) gene, exon 2.
MG684382		693	2018-02-04	2018-02-04	Drosophila rubida alcohol dehydrogenase (Adh) gene, partial cds.
AB026529	alcohol dehydrogenase	776	2005-04-14	1999-10-29	Drosophila paulistorum gene for alcohol dehydrogenase, partial cds.
AY006424		510	2005-09-26	2001-09-04	Drosophila obscuripes alcohol dehydrogenase (Adh) gene, partial cds.
AY750121		911	2006-07-20	2005-12-31	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.
AY750125		911	2006-07-20	2005-12-31	Drosophila moriwakii alcohol dehydrogenase (Adh) gene, partial cds.
AY750128		911	2006-07-20	2005-12-31	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.
HQ631469		290	2012-01-02	2011-08-30	Drosophila biarmipes alcohol dehydrogenase (adh) gene, partial cds.
HQ631474		290	2012-01-02	2011-08-30	Drosophila fuyamai alcohol dehydrogenase (adh) gene, partial cds.
HQ631477		290	2012-01-02	2011-08-30	Drosophila liui alcohol dehydrogenase (adh) gene, partial cds.
HQ631482		290	2012-01-02	2011-08-30	Drosophila pseudoananassae alcohol dehydrogenase (adh) gene, partial cds.
HQ631483		290	2012-01-02	2011-08-30	Drosophila prostipennis alcohol dehydrogenase (adh) gene, partial cds.
HQ631485		290	2012-01-02	2011-08-30	Drosophila tani alcohol dehydrogenase (adh) gene, partial cds.
HQ631486		290	2012-01-02	2011-08-30	Drosophila trapezifrons alcohol dehydrogenase (adh) gene, partial cds.
HQ631487		290	2012-01-02	2011-08-30	Drosophila trilutea alcohol dehydrogenase (adh) gene, partial cds.
JF710263		890	2011-07-03	2011-07-03	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, complete cds.
